class_id,class_name,collection_id,collection_description,property_id,property,property_description,filename,used
2,Generator,1,Generator objects,47,Running Cost,Fixed cost of running a generating unit when on-line,European Integrated Power & Gas Model,True
2,Generator,1,Generator objects,51,Start Profile,Detailed regime for running the unit up from zero to [Min Stable Level] when [Run Up Rate] is non-constant.,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,52,Start Penalty,Penalty applied to starting a unit,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,55,Shutdown Profile,Detailed regime for running the unit down from [Min Stable Level] when [Run Down Rate] is non-constant.,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,56,Shutdown Penalty,Penalty applied to shutting down a unit,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,57,Rating,Maximum dispatchable capacity of each unit,European Integrated Power & Gas Model,True
2,Generator,1,Generator objects,63,Fixed Load,Fixed load,European Integrated Power & Gas Model,True
2,Generator,1,Generator objects,64,Fixed Load Penalty,Penalty for violation of [Fixed Load].,European Integrated Power & Gas Model,True
2,Generator,1,Generator objects,66,Min Load Penalty,Penalty for violation of [Min Load].,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,70,Ramp Up Charge,Charge applied to ramping up,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,71,Ramp Down Charge,Charge applied to ramping down,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,73,Max Ramp Up Penalty,Penalty for violating [Max Ramp Up] constraint.,European Integrated Power & Gas Model,True
2,Generator,1,Generator objects,75,Max Ramp Down Penalty,Penalty for violating [Max Ramp Down] constraint.,European Integrated Power & Gas Model,True
2,Generator,1,Generator objects,104,Max Energy Penalty,Penalty applied to violations of [Max Energy] and [Max Capacity Factor] constraints.,European Integrated Power & Gas Model,True
2,Generator,1,Generator objects,105,Min Energy Penalty,Penalty applied to violations of [Min Energy] and [Min Capacity Factor] constraints.,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,112,Max Starts Penalty,Penalty applied to violations of [Max Starts] constraints.,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,118,Unit Commitment Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,120,Pump Unit Commitment Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,122,Generation Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,124,Pump Load Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,128,Efficiency Base,Flow rate at notional zero load for hydro unit,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,129,Efficiency Incr,Efficiency of hydro generation,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,136,Fixed Pump Load,Fixed pump load,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,137,Fixed Pump Load Penalty,Penalty for violation of [Fixed Pump Load].,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,138,Pump UoS Charge,Use of system charge for pump load,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,141,Reserves VO&M Charge,Variable O&M cost associated with providing spinning reserve,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,145,Sync Cond VO&M Charge,Variable O&M cost associated with running a unit in synchronous condenser mode,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,146,Reserve Share,Proportion of maximum capacity that must be set aside for reserves,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,154,Reference Generation,Generation level for generation slack PTDF calculation,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,155,Load Subtracter,Generation subtracted from the System load duration curve prior to slicing.,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,156,Price Following,"Proportion of energy optimized, where the remainder is proportional load following",European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,157,Load Following Profile,Profile to follow for proportional load following,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,158,Load Following Factor,Regression factor for proportional load following,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,159,Boiler Efficiency,Efficiency of the boiler component of a combined-cycle plant,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,160,Heat Load,Waste heat that must be extracted for exogenous loads,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,161,Power to Heat Ratio,Ratio of heat production to electric production,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,162,CHP Electric Heat Rate Incr,Incremental electric heat rate in heating mode,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,163,CHP Heat Surrogate Rate Incr,Notional value for heat fuel offtake estimation.,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,164,Boiler Heat Rate Incr,Incremental heat rate for heat production from boiler,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,165,Max Boiler Heat,Maximum heat production from ancillary boiler,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,166,Max Heat,Maximum heat allowed in storage,European Integrated Power & Gas Model,False
2,Generator,1,Generator objects,167,Min Heat,Minimum heat allowed in storage,European Integrated Power & Gas Model,False
