class_id,class_name,collection_id,collection_description,property_id,property,property_description,filename,used
2,Generator,1,Generator objects,82,Max Energy,Maximum energy,CAISOIRP21 0130,False
2,Generator,1,Generator objects,83,Max Energy Hour,Maximum energy in hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,84,Max Energy Day,Maximum energy in day,CAISOIRP21 0130,False
2,Generator,1,Generator objects,85,Max Energy Week,Maximum energy in week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,86,Max Energy Month,Maximum energy in month,CAISOIRP21 0130,True
2,Generator,1,Generator objects,87,Max Energy Year,Maximum energy in year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,88,Min Energy,Minimum energy,CAISOIRP21 0130,False
2,Generator,1,Generator objects,89,Min Energy Hour,Minimum energy in hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,90,Min Energy Day,Minimum energy in day,CAISOIRP21 0130,False
2,Generator,1,Generator objects,91,Min Energy Week,Minimum energy in week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,92,Min Energy Month,Minimum energy in month,CAISOIRP21 0130,True
2,Generator,1,Generator objects,93,Min Energy Year,Minimum energy in year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,94,Max Capacity Factor,Maximum capacity factor in the interval,CAISOIRP21 0130,False
2,Generator,1,Generator objects,95,Max Capacity Factor Hour,Maximum capacity factor in hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,96,Max Capacity Factor Day,Maximum capacity factor in day,CAISOIRP21 0130,True
2,Generator,1,Generator objects,97,Max Capacity Factor Week,Maximum capacity factor in week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,98,Max Capacity Factor Month,Maximum capacity factor in month,CAISOIRP21 0130,False
2,Generator,1,Generator objects,99,Max Capacity Factor Year,Maximum capacity factor in year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,100,Min Capacity Factor,Minimum capacity factor in the interval,CAISOIRP21 0130,False
2,Generator,1,Generator objects,101,Min Capacity Factor Hour,Minimum capacity factor in hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,102,Min Capacity Factor Day,Minimum capacity factor in day,CAISOIRP21 0130,False
2,Generator,1,Generator objects,103,Min Capacity Factor Week,Minimum capacity factor in week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,104,Min Capacity Factor Month,Minimum capacity factor in month,CAISOIRP21 0130,False
2,Generator,1,Generator objects,105,Min Capacity Factor Year,Minimum capacity factor in year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,108,Max Starts,Maximum number of starts allowed,CAISOIRP21 0130,False
2,Generator,1,Generator objects,109,Max Starts Hour,Maximum number of starts allowed in a hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,110,Max Starts Day,Maximum number of starts allowed in a day,CAISOIRP21 0130,True
2,Generator,1,Generator objects,111,Max Starts Week,Maximum number of starts allowed in a week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,112,Max Starts Month,Maximum number of starts allowed in a month,CAISOIRP21 0130,False
2,Generator,1,Generator objects,113,Max Starts Year,Maximum number of starts allowed in a year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,115,Energy Scalar,Scalar applied to generator energy limits and energy implied by capacity factor constraints,CAISOIRP21 0130,False
2,Generator,1,Generator objects,116,Aux Fixed,Fixed auxiliary usage per installed unit,CAISOIRP21 0130,False
2,Generator,1,Generator objects,117,Aux Base,Auxiliary use per unit committed,CAISOIRP21 0130,False
2,Generator,1,Generator objects,118,Aux Incr,Auxiliary use per unit of generation,CAISOIRP21 0130,False
2,Generator,1,Generator objects,119,Marginal Loss Factor,Transmission marginal loss factor (MLF or TLF),CAISOIRP21 0130,False
2,Generator,1,Generator objects,121,Unit Commitment Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP21 0130,False
2,Generator,1,Generator objects,123,Pump Unit Commitment Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP21 0130,False
2,Generator,1,Generator objects,125,Generation Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP21 0130,False
2,Generator,1,Generator objects,127,Pump Load Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP21 0130,False
2,Generator,1,Generator objects,130,Pump Efficiency,Efficiency of pumping,CAISOIRP21 0130,True
2,Generator,1,Generator objects,131,Pump Load,Load drawn by a unit in pumping mode,CAISOIRP21 0130,True
2,Generator,1,Generator objects,132,Pump Units,Number of pump units,CAISOIRP21 0130,True
2,Generator,1,Generator objects,133,Min Pump Load,Minimum unit load while pumping,CAISOIRP21 0130,True
2,Generator,1,Generator objects,134,Must Pump Units,Number of pump units that must be running in pump mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,135,Max Units Pumping,Maximum number of units allowed to be running in pump mode.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,139,Min Pump Time,Minimum number of hours a unit must be run in pump mode after being started,CAISOIRP21 0130,False
2,Generator,1,Generator objects,140,Min Pump Down Time,Minimum number of hours a unit must be off after being shut down from pump mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,142,Sync Cond Units,Maximum number of synchronous condenser units,CAISOIRP21 0130,False
2,Generator,1,Generator objects,143,Must-run Sync Cond Units,Number of must-run synchronous condenser units,CAISOIRP21 0130,False
2,Generator,1,Generator objects,144,Sync Cond Load,Load drawn by a unit in synchronous condenser mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,147,Initial Generation,Generation at time zero,CAISOIRP21 0130,False
2,Generator,1,Generator objects,148,Initial Units Generating,Number of units generating at time zero,CAISOIRP21 0130,False
2,Generator,1,Generator objects,149,Initial Hours Up,Hours the unit has been up for at time zero,CAISOIRP21 0130,False
2,Generator,1,Generator objects,150,Initial Hours Down,Hours the unit has been down for at time zero,CAISOIRP21 0130,False
2,Generator,1,Generator objects,151,Initial Pumping,Generator pump load at time zero,CAISOIRP21 0130,False
2,Generator,1,Generator objects,152,Initial Units Pumping,Number of units pumping at time zero,CAISOIRP21 0130,False
2,Generator,1,Generator objects,156,Last Start State,Number of hours the unit had been down before the last start,CAISOIRP21 0130,False
2,Generator,1,Generator objects,171,Opening Heat,Initial heat in the storage,CAISOIRP21 0130,False
2,Generator,1,Generator objects,174,Max Heat Withdrawal,Maximum amount of heat that can be withdrawn from the storage,CAISOIRP21 0130,False
2,Generator,1,Generator objects,175,Max Heat Withdrawal Hour,Maximum amount of heat that can be withdrawn from the storage in a hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,176,Max Heat Withdrawal Day,Maximum amount of heat that can be withdrawn from the storage in a day,CAISOIRP21 0130,False
2,Generator,1,Generator objects,177,Max Heat Withdrawal Week,Maximum amount of heat that can be withdrawn from the storage in a week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,178,Max Heat Withdrawal Month,Maximum amount of heat that can be withdrawn from the storage in a month,CAISOIRP21 0130,False
2,Generator,1,Generator objects,179,Max Heat Withdrawal Year,Maximum amount of heat that can be withdrawn from the storage in a year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,180,Max Heat Injection,Maximum amount of heat that can be injected into the storage,CAISOIRP21 0130,False
2,Generator,1,Generator objects,181,Max Heat Injection Hour,Maximum amount of heat that can be injected into the storage in a hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,182,Max Heat Injection Day,Maximum amount of heat that can be injected into the storage in a day,CAISOIRP21 0130,False
2,Generator,1,Generator objects,183,Max Heat Injection Week,Maximum amount of heat that can be injected into the storage in a week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,184,Max Heat Injection Month,Maximum amount of heat that can be injected into the storage in a month,CAISOIRP21 0130,False
2,Generator,1,Generator objects,185,Max Heat Injection Year,Maximum amount of heat that can be injected into the storage in a year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,186,Min Heat Withdrawal,Amount of heat that must be withdrawn from storage,CAISOIRP21 0130,False
2,Generator,1,Generator objects,187,Min Heat Withdrawal Hour,Amount of heat that must be withdrawn from storage each hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,188,Min Heat Withdrawal Day,Amount of heat that must be withdrawn from storage each day,CAISOIRP21 0130,False
2,Generator,1,Generator objects,189,Min Heat Withdrawal Week,Amount of heat that must be withdrawn from storage each week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,190,Min Heat Withdrawal Month,Amount of heat that must be withdrawn from storage each month,CAISOIRP21 0130,False
2,Generator,1,Generator objects,191,Min Heat Withdrawal Year,Amount of heat that must be withdrawn from storage each year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,192,Min Heat Injection,Amount of heat that must be injected into the storage,CAISOIRP21 0130,False
2,Generator,1,Generator objects,193,Min Heat Injection Hour,Amount of heat that must be injected into the storage each hour,CAISOIRP21 0130,False
2,Generator,1,Generator objects,194,Min Heat Injection Day,Amount of heat that must be injected into the storage each day,CAISOIRP21 0130,False
2,Generator,1,Generator objects,195,Min Heat Injection Week,Amount of heat that must be injected into the storage each week,CAISOIRP21 0130,False
2,Generator,1,Generator objects,196,Min Heat Injection Month,Amount of heat that must be injected into the storage each month,CAISOIRP21 0130,False
2,Generator,1,Generator objects,197,Min Heat Injection Year,Amount of heat that must be injected into the storage each year,CAISOIRP21 0130,False
2,Generator,1,Generator objects,224,Units Out,Number of units out of service due to maintenance,CAISOIRP21 0130,True
2,Generator,1,Generator objects,225,Maintenance,Capacity lost to maintenance,CAISOIRP21 0130,False
2,Generator,1,Generator objects,226,Forced Outage,Capacity lost to forced outage,CAISOIRP21 0130,False
2,Generator,1,Generator objects,227,Maintenance Rate,Maintenance rate,CAISOIRP21 0130,True
2,Generator,1,Generator objects,228,Maintenance Frequency,Frequency of maintenance outages in an annual time frame,CAISOIRP21 0130,False
2,Generator,1,Generator objects,229,Forced Outage Rate,Forced outage rate,CAISOIRP21 0130,True
2,Generator,1,Generator objects,230,Outage Factor,Unit outage rating based on the unit capacity,CAISOIRP21 0130,False
2,Generator,1,Generator objects,233,Initial Operating Hours,Hours the unit has been operating since the last forced outage,CAISOIRP21 0130,False
2,Generator,1,Generator objects,234,Mean Time to Repair,Mean time to repair,CAISOIRP21 0130,True
2,Generator,1,Generator objects,235,Min Time To Repair,Minimum time to repair,CAISOIRP21 0130,False
2,Generator,1,Generator objects,236,Max Time To Repair,Maximum time to repair,CAISOIRP21 0130,False
2,Generator,1,Generator objects,241,Lead Time,Number of years after which the expansion project can begin,CAISOIRP21 0130,False
2,Generator,1,Generator objects,244,Technical Life,Technical lifetime of the unit,CAISOIRP21 0130,False
2,Generator,1,Generator objects,245,WACC,Weighted average cost of capital,CAISOIRP21 0130,False
2,Generator,1,Generator objects,246,Economic Life,Economic life of the unit (period over which fixed costs are recovered).,CAISOIRP21 0130,False
2,Generator,1,Generator objects,247,Max Units Built,Maximum number of units automatically constructed in aggregate over the planning horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,248,Max Units Retired,Maximum number of units automatically retired in aggregate over the planning horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,249,Min Units Built,Minimum number of units automatically constructed in aggregate over the planning horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,250,Min Units Retired,Minimum number of units automatically retired in aggregate over the planning horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,251,Max Units Built in Year,Maximum number of units automatically constructed in any single year of the planning horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,252,Max Units Retired in Year,Maximum number of units automatically retired in any single year of the planning horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,253,Min Units Built in Year,Minimum number of units automatically constructed in any single year of the planning horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,254,Min Units Retired in Year,Minimum number of units automatically retired in any single year of the planning horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,255,Build Set Size,Expansion must occur in sets of this many units where zero indicates any set size,CAISOIRP21 0130,False
2,Generator,1,Generator objects,259,Max Release,Maximum rate of release from each unit,CAISOIRP21 0130,False
2,Generator,133,set of generators that produce the emission,1595,Removal Rate,Proportion of emissions removed (scrubbed),CAISOIRP21 0130,False
2,Generator,138,set of generators the abatement technology is connected to,1609,Generation Participation Factor,Proportion of generator emissions that feed into the abatement technology,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1622,Max Response,Maximum reserve response,CAISOIRP21 0130,True
2,Generator,151,set of generators that provide the reserve,1623,Max Sync Cond Response,Maximum synchronous condenser reserve response,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1624,Max Pump Response,Maximum dispatchable pump load reserve response,CAISOIRP21 0130,True
2,Generator,151,set of generators that provide the reserve,1625,Max Replacement,Maximum replacement (non-spinning) reserve capability,CAISOIRP21 0130,True
2,Generator,151,set of generators that provide the reserve,1626,Max Response Factor,Maximum reserve response as a proportion of generation capacity,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1627,Max Sync Cond Response Factor,Maximum synchronous condenser reserve response as a proportion of generation capacity,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1628,Max Pump Response Factor,Maximum dispatchable pump load reserve response as a proportion of pump load,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1629,Max Replacement Factor,Maximum replacement (non-spinning) reserve capability as a proportion of generation capacity,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1630,Min Provision,Minimum reserve provision when generator is available,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1631,Min Spinning Provision,Minimum spinning reserve provision when units are generating,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1632,Min Regulation Provision,Minimum regulation reserve provision when units are in the regulation range,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1633,Min Replacement Provision,Minimum replacement reserve provision when units are off-line,CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1634,Effectiveness,Estimated reserve effectiveness (MW/MW),CAISOIRP21 0130,False
2,Generator,151,set of generators that provide the reserve,1635,Response Ratio,Ratio that converts energy ramping to units comparable to reserve ramping units,CAISOIRP21 0130,True
2,Generator,151,set of generators that provide the reserve,1636,Offer Quantity,Reserve offer quantity in offer band,CAISOIRP21 0130,True
2,Generator,151,set of generators that provide the reserve,1640,Replacement Offer Quantity,Replacement reserve offer quantity in offer band,CAISOIRP21 0130,False
2,Generator,1,Generator objects,3,Dispatch Period,Frequency of generator dispatch decisions,CAISOIRP21 0130,False
2,Generator,1,Generator objects,23,Balance Period,Frequency of storage balance,CAISOIRP21 0130,False
2,Generator,1,Generator objects,19,Declining Depreciation Balance,Balance applied to declining depreciation method,CAISOIRP21 0130,False
2,Generator,1,Generator objects,26,Recycle Penalty,Penalty for violating the recycling constraint.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,28,Decomposition Penalty a,Decomposition storage target penalty function 'a' term.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,29,Decomposition Penalty b,Decomposition storage target penalty function 'b' term.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,30,Decomposition Penalty c,Decomposition storage target penalty function 'c' term.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,31,Decomposition Penalty x,Decomposition storage target penalty function 'x' term.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,37,Max Capacity,Maximum generating capacity of each unit,CAISOIRP21 0130,True
2,Generator,1,Generator objects,40,Fuel Price,Fuel price (when not using Fuels collection),CAISOIRP21 0130,False
2,Generator,1,Generator objects,42,Heat Rate,Average heat rate (total fuel divided by total generation),CAISOIRP21 0130,True
2,Generator,1,Generator objects,43,Heat Rate Base,Constant term in fuel use function (no-load cost),CAISOIRP21 0130,True
2,Generator,1,Generator objects,44,Heat Rate Incr,First-order polynomial term in unit fuel use function (marginal heat rate),CAISOIRP21 0130,True
2,Generator,1,Generator objects,45,Heat Rate Incr2,Second-order polynomial term in unit fuel use function,CAISOIRP21 0130,False
2,Generator,1,Generator objects,46,Heat Rate Incr3,Third-order polynomial term in unit fuel use function,CAISOIRP21 0130,False
2,Generator,1,Generator objects,47,VO&M Charge,Variable operation and maintenance charge,CAISOIRP21 0130,True
2,Generator,1,Generator objects,48,UoS Charge,Use of system charge for generation,CAISOIRP21 0130,False
2,Generator,1,Generator objects,49,Running Cost,Fixed cost of running a generating unit when on-line,CAISOIRP21 0130,False
2,Generator,1,Generator objects,53,Start Profile,Detailed regime for running the unit up from zero to [Min Stable Level] when [Run Up Rate] is non-constant.,CAISOIRP21 0130,True
2,Generator,1,Generator objects,54,Start Penalty,Penalty applied to starting a unit,CAISOIRP21 0130,False
2,Generator,1,Generator objects,57,Shutdown Profile,Detailed regime for running the unit down from [Min Stable Level] when [Run Down Rate] is non-constant.,CAISOIRP21 0130,True
2,Generator,1,Generator objects,58,Shutdown Penalty,Penalty applied to shutting down a unit,CAISOIRP21 0130,False
2,Generator,1,Generator objects,59,Rating,Maximum dispatchable capacity of each unit,CAISOIRP21 0130,True
2,Generator,1,Generator objects,65,Fixed Load,Fixed load,CAISOIRP21 0130,True
2,Generator,1,Generator objects,66,Fixed Load Penalty,Penalty for violation of [Fixed Load].,CAISOIRP21 0130,False
2,Generator,1,Generator objects,68,Min Load Penalty,Penalty for violation of [Min Load].,CAISOIRP21 0130,False
2,Generator,1,Generator objects,72,Ramp Up Charge,Charge applied to ramping up,CAISOIRP21 0130,False
2,Generator,1,Generator objects,73,Ramp Down Charge,Charge applied to ramping down,CAISOIRP21 0130,False
2,Generator,1,Generator objects,75,Max Ramp Up Penalty,Penalty for violating [Max Ramp Up] constraint.,CAISOIRP21 0130,True
2,Generator,1,Generator objects,77,Max Ramp Down Penalty,Penalty for violating [Max Ramp Down] constraint.,CAISOIRP21 0130,True
2,Generator,1,Generator objects,106,Max Energy Penalty,Penalty applied to violations of [Max Energy] and [Max Capacity Factor] constraints.,CAISOIRP21 0130,True
2,Generator,1,Generator objects,107,Min Energy Penalty,Penalty applied to violations of [Min Energy] and [Min Capacity Factor] constraints.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,114,Max Starts Penalty,Penalty applied to violations of [Max Starts] constraints.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,120,Unit Commitment Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,122,Pump Unit Commitment Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,124,Generation Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,126,Pump Load Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,128,Efficiency Base,Flow rate at notional zero load for hydro unit,CAISOIRP21 0130,False
2,Generator,1,Generator objects,129,Efficiency Incr,Efficiency of hydro generation,CAISOIRP21 0130,False
2,Generator,1,Generator objects,136,Fixed Pump Load,Fixed pump load,CAISOIRP21 0130,False
2,Generator,1,Generator objects,137,Fixed Pump Load Penalty,Penalty for violation of [Fixed Pump Load].,CAISOIRP21 0130,False
2,Generator,1,Generator objects,138,Pump UoS Charge,Use of system charge for pump load,CAISOIRP21 0130,False
2,Generator,1,Generator objects,141,Reserves VO&M Charge,Variable O&M cost associated with providing spinning reserve,CAISOIRP21 0130,False
2,Generator,1,Generator objects,145,Sync Cond VO&M Charge,Variable O&M cost associated with running a unit in synchronous condenser mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,146,Reserve Share,Proportion of maximum capacity that must be set aside for reserves,CAISOIRP21 0130,False
2,Generator,1,Generator objects,153,Initial Age,Average age of units at the start of the simulation horizon,CAISOIRP21 0130,False
2,Generator,1,Generator objects,154,Capacity Degradation,Annual degradation in generation capacity with age,CAISOIRP21 0130,False
2,Generator,1,Generator objects,155,Efficiency Degradation,Annual degradation in generating efficiency with age,CAISOIRP21 0130,False
2,Generator,1,Generator objects,157,Reference Generation,Generation level for generation slack PTDF calculation,CAISOIRP21 0130,False
2,Generator,1,Generator objects,158,Load Subtracter,Generation subtracted from the System load duration curve prior to slicing.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,159,Price Following,"Proportion of energy optimized, where the remainder is proportional load following",CAISOIRP21 0130,True
2,Generator,1,Generator objects,160,Load Following Profile,Profile to follow for proportional load following,CAISOIRP21 0130,False
2,Generator,1,Generator objects,161,Load Following Factor,Regression factor for proportional load following,CAISOIRP21 0130,True
2,Generator,1,Generator objects,162,Boiler Efficiency,Efficiency of the boiler component of a combined-cycle plant,CAISOIRP21 0130,False
2,Generator,1,Generator objects,163,Heat Load,Waste heat that must be extracted for exogenous loads,CAISOIRP21 0130,False
2,Generator,1,Generator objects,164,Power to Heat Ratio,Ratio of heat production to electric production,CAISOIRP21 0130,False
2,Generator,1,Generator objects,165,CHP Electric Heat Rate Incr,Incremental electric heat rate in heating mode,CAISOIRP21 0130,False
2,Generator,1,Generator objects,166,CHP Heat Surrogate Rate Incr,Notional value for heat fuel offtake estimation.,CAISOIRP21 0130,False
2,Generator,1,Generator objects,167,Boiler Heat Rate Incr,Incremental heat rate for heat production from boiler,CAISOIRP21 0130,False
2,Generator,1,Generator objects,168,Max Boiler Heat,Maximum heat production from ancillary boiler,CAISOIRP21 0130,False
2,Generator,1,Generator objects,169,Max Heat,Maximum heat allowed in storage,CAISOIRP21 0130,False
2,Generator,1,Generator objects,170,Min Heat,Minimum heat allowed in storage,CAISOIRP21 0130,False
